anonymous_id,BICF2G630691191,BICF2G630691207,BICF2G630691220,BICF2G630691225,BICF2G630691232,BICF2G630691235,BICF2G630691255,BICF2G630691280,BICF2G630691318,BICF2G630691338,BICF2G630691371,BICF2G630691373,BICF2G630691391,BICF2G630691407,BICF2G630691412,BICF2G630691442_dup,BICF2G630691458_dup,BICF2G630691475_dup,BICF2G630691497_dup,BICF2G630691508_dup,BICF2G630691514_dup,BICF2G630691519_dup,BICF2S22920989_dup,BICF2G630691523,BICF2G630691548,BICF2G630691563,BICF2G630691586,BICF2G630691635,BICF2G630691654,BICF2G630691658,BICF2G630691664,BICF2G630691666,BICF2G630691701,BICF2G630691707,BICF2G630691725,BICF2P253221,BICF2P499704,BICF2P54504,BICF2P54505,BICF2P660085,BICF2P844269,BICF2P919478,BICF2S23028732,chr18_44659214,chr18_44659335,chr18_44713998,chr18_44727333,chr18_44986425,chr18_44986939,chr18_44987913
2672,0.117332,-0.030398,0.165941,-0.0859468,-0.00523535,0.0699681,-0.193833,-0.0533143,0.0569486,0.191897,-0.304654,0.178466,0.296178,0.231426,-0.188495,0.148265,0.325432,0.41249,0.0571309,0.0610718,0.333293,0.0713529,0.221988,0.242741,-0.260779,0.195254,-0.277988,-0.0564245,-0.133152,0.0617136,0.018379,0.194768,0.383255,0.0891415,-0.158104,-0.0759534,-0.0963718,0.0204006,-0.0628641,0.191869,0.0184535,-0.367622,0.127413,0.14494,0.118778,-0.115225,0.116044,-0.0156874,-0.168065,0.041105
2673,0.291421,-0.0243772,0.128679,0.108925,0.0583176,0.182299,-0.141015,0.37674,0.180758,0.193558,0.00574549,0.289434,0.127844,0.230678,-0.316498,0.305805,0.133506,0.630867,0.147299,0.167869,0.102999,-0.105397,0.0495508,0.0634695,-0.167454,-0.078451,-0.413103,-0.0196879,0.276366,0.182202,-0.263322,0.232524,0.354622,0.139971,0.132992,0.147681,-0.0644788,0.169175,0.0701119,0.495812,0.0156476,-0.336632,0.00190414,0.114817,0.0477037,0.0214235,0.0857984,0.0770615,-0.187368,0.0237488
2674,0.532036,0.0755789,0.113702,-0.0822858,0.018183,0.200947,-0.526246,-0.0699172,0.198493,0.252079,0.146745,0.561402,0.762799,0.345836,-0.326157,0.290793,0.135108,0.240746,0.441558,0.288984,0.395836,-0.0284933,-0.0126827,0.404372,-0.41475,0.217615,-0.0832636,0.169951,-0.0814539,0.33472,0.145932,0.421416,0.16414,0.294958,0.18631,-0.011782,0.167428,0.116525,0.0616484,0.733131,0.166657,-0.305116,0.0329359,0.285338,0.422652,0.0647465,0.209965,0.0403979,-0.406831,0.21427
2675,-0.0355919,-0.0957715,-0.0645621,-0.0753969,0.0743581,0.045779,-0.341149,0.314881,0.150599,-0.0155895,-0.220047,0.0529618,-0.0642706,0.0273943,-0.144264,-0.110119,-0.0227705,0.192033,-0.0506006,0.0142058,-0.238232,-0.154299,-0.0597032,0.0980737,-0.211837,-0.219816,-0.540807,-0.216656,-0.020155,-0.156373,-0.386499,0.056018,0.0500037,-0.0465473,0.0680445,-0.0816642,-0.354334,-0.00084778,0.120458,-0.264512,-0.03835,-0.237251,-0.0891589,0.0370081,-0.086309,-0.153424,0.137677,-0.0850221,-0.382104,-0.021816
2676,0.374333,-0.0326663,0.146819,-0.339299,-0.350484,0.24357,-0.270251,0.339718,0.269086,0.477837,0.044901,0.419939,0.339557,0.323968,-0.245932,0.0853253,0.38808,0.369501,0.177514,0.435577,0.110619,-0.144554,0.145889,0.284991,-0.166526,0.34161,0.197834,0.106548,0.265484,0.453445,0.241398,0.275061,0.360905,0.333295,-0.0311823,0.155054,0.265449,0.358522,0.245786,0.740463,0.0899313,-0.240086,0.0855289,0.370503,0.456604,0.134496,0.0375139,0.0280414,-0.40001,0.0718469
2677,0.297115,-0.395924,0.214231,-0.298086,0.0424506,0.251542,-0.206313,0.359758,0.230118,0.246347,-0.209962,0.490739,0.259681,0.434627,-0.277369,0.0125925,0.114658,0.408833,0.138479,0.359518,0.159617,-0.282914,-0.202236,0.43928,-0.525717,0.187038,-0.0834185,0.164416,0.0877742,0.402569,0.159378,0.324828,0.0995083,0.258957,-0.0527239,-0.0337628,0.369147,0.309662,0.267986,0.622518,0.178183,-0.097287,-0.113925,0.316014,0.374796,0.0445724,-0.0048341,0.00374127,-0.382546,0.131713
2678,0.0214475,-0.112531,0.133895,-0.0579948,-0.00377773,0.0629302,-0.176755,0.125172,0.0472659,0.189543,-0.249142,0.0874614,-0.0960795,0.0830623,-0.271738,-0.124234,0.0993563,0.00334342,0.00448384,0.0654178,-0.265632,-0.198716,0.0388162,0.0693445,-0.102845,-0.206425,-0.100241,-0.251141,0.197655,-0.090685,-0.239741,0.0453197,0.16941,-0.00700204,0.0403615,0.0246911,-0.235417,0.0875687,0.0774315,0.086628,0.0402362,-0.0771539,-0.1995,0.18126,-0.0352629,-0.0202045,-0.0182781,-0.0662941,-0.168189,-0.0660292
2679,0.108714,-0.0817162,0.141877,-0.0669738,-0.0654455,0.144488,-0.205328,0.181435,0.025245,0.180884,-0.316774,0.214922,0.0121962,0.127154,-0.23734,-0.0463973,-0.000435956,0.23246,0.0756316,0.156426,-0.0792522,-0.0952313,-0.166434,0.0696976,-0.123139,0.0602864,-0.146524,-0.138139,0.177208,-0.0780193,-0.20745,0.0301668,-0.285816,-0.0456192,0.0406685,-0.0651456,-0.0901894,0.0628227,0.156472,0.0853066,-0.0212016,-0.175681,-0.0734219,0.166607,-0.0458275,0.026697,0.0954719,0.0121411,-0.126417,-0.0420402
2680,0.122128,-0.051928,0.10715,0.0101442,0.0801006,0.049974,-0.00874035,0.0824099,0.093684,0.142551,-0.0298683,0.118823,0.197629,0.0724987,0.00264456,-0.0273691,0.0728086,0.300142,0.0255951,0.0878276,-0.0591791,0.0531497,0.249753,0.136599,0.0438327,-0.159641,0.136648,-0.146443,0.140346,0.144169,-0.110387,0.137767,0.295487,0.0866118,-0.00292822,0.181354,-0.123616,0.0623048,0.0775006,0.285059,0.044526,-0.0334527,-0.265228,0.0780433,0.14207,0.0242371,-0.264435,-0.0246017,-0.0382332,-0.0576675
2681,0.399058,-0.0274872,0.0722026,-0.103237,0.00180263,0.155587,-0.144798,0.225322,0.190725,0.26466,-0.0893292,0.0287345,0.135014,0.166125,-0.117051,0.0695971,0.20138,0.408487,0.162041,0.185292,0.166326,0.039471,-0.112742,0.163578,-0.0245745,0.0280946,-0.144401,0.0858284,0.173663,0.214741,0.086949,0.0656415,0.322494,0.0994135,0.0153051,0.146046,0.0274711,0.25513,0.148128,0.405468,0.0426122,-0.0639841,-0.232517,0.182008,0.173569,0.134082,-0.0414718,0.0240152,-0.176645,-0.0113571
2682,0.543867,-0.00256835,0.0806921,-0.354893,-0.0157924,0.35841,-0.269523,0.424135,0.260027,0.478112,0.102223,0.637778,0.520482,0.414766,-0.483947,0.279011,0.39492,0.501963,0.404862,0.605775,0.37126,-0.3696,-0.204993,0.357097,-0.463391,0.451968,0.115996,0.121605,0.185664,0.352395,0.206205,0.0456174,-0.0511981,0.455422,0.146846,0.0599631,0.204272,0.488088,0.259562,0.691802,0.230179,-0.243415,0.359487,0.303275,0.320758,0.102857,0.213994,0.0867804,-0.552306,0.246231
2683,0.553008,-0.0776014,0.0737057,-0.291788,-0.376903,0.263279,-0.0575817,0.410111,0.339167,0.360853,0.0369961,0.403621,0.410922,0.354959,-0.313158,0.177562,0.392064,0.442782,0.275444,0.43359,0.241233,-0.231818,0.0814854,0.340733,-0.141982,0.26449,0.208735,0.0515844,0.244541,0.442712,0.200365,0.198708,0.0733881,0.220009,-0.0103625,0.156506,0.131437,0.302683,0.224179,0.807846,0.0627914,-0.268424,0.131444,0.210209,0.389659,0.138565,0.0889778,0.133967,-0.322519,0.132073
2684,-0.0203422,-0.114048,0.0184668,-0.153075,-0.0258122,0.122928,0.00386906,0.304233,-0.062112,0.10678,-0.330121,-0.015313,-0.174127,-0.0473029,-0.176894,-0.114926,-0.124809,0.285549,-0.0269609,-0.0141612,-0.175295,-0.0474358,0.0719176,0.105196,-0.0137817,-0.231572,-0.218963,-0.223338,0.127162,-0.217297,-0.0120462,0.00734197,-0.127999,-0.137691,0.0576661,-0.0193869,-0.295,-0.0453482,0.0581989,0.2041,-0.118982,-0.178793,-0.179303,0.0263445,-0.0820018,-0.0257737,-0.0559751,-0.00744539,-0.15673,-0.105359
2685,0.0948217,-0.12122,0.057166,-0.199904,-0.150793,0.118515,-0.0485509,0.00922979,0.109278,0.194909,-0.145221,0.0253442,-0.0364355,0.120212,-0.418574,0.154688,0.158212,0.294912,0.292292,0.31596,0.0711281,0.301536,0.0495648,0.0969723,-0.045328,-0.326654,-0.0245897,-0.0204207,0.216356,0.0514365,-0.168628,0.0856516,0.127643,0.0355106,0.0568194,0.0430017,0.198099,0.124515,0.188744,0.400266,-0.0598318,-0.0379554,-0.291451,0.0821112,-0.0075722,0.205287,-0.222044,0.0315259,-0.162074,-0.0352174
2686,0.06247,0.0318055,0.104013,-0.00611437,0.000416654,0.130655,-0.0404242,0.127586,-0.0159351,0.0603588,-0.300043,-0.127832,-0.0688106,0.00862712,-0.159651,0.143025,0.153079,0.296036,0.213181,0.337873,0.0917816,0.374474,0.0180123,0.0320392,0.0258808,-0.304304,-0.0634142,-0.131472,0.245316,-0.0850936,0.149822,0.0542227,0.569448,0.0315536,0.0524034,0.0243183,-0.138767,-0.00464395,0.0949834,0.319956,-0.0982351,-0.118183,-0.180873,0.156857,0.151347,-0.0345865,-0.162455,-0.0318719,0.0135518,-0.041786
2687,-0.0506949,-0.0778613,0.0555649,0.0118959,0.0689622,0.10274,0.0203481,0.16613,0.00158739,0.000903314,-0.328409,0.0286266,-0.221729,-0.052982,-0.112117,-0.158805,-0.198432,0.1262,-0.00969345,-0.0331512,-0.425722,0.0109339,0.0981627,0.0751595,-0.0151451,-0.362362,-0.276796,-0.230052,0.161758,-0.184687,-0.403198,-0.0263037,0.0145725,-0.160122,0.0785409,0.0639097,-0.279867,-0.0127212,0.00658924,0.0104421,0.0183289,-0.12187,-0.284262,-0.0258554,-0.145761,0.00136026,-0.0908219,-0.00172473,-0.108016,-0.0270971
2688,0.1198,0.0285882,0.182483,-0.156786,0.0788043,0.124541,0.0366817,0.215452,0.0320736,0.11647,-0.308267,0.0622894,-0.137106,0.0973804,-0.149254,0.0710282,-0.0249784,0.123537,0.0446773,0.11364,-0.136965,-0.00507829,0.277332,0.139658,0.0419504,-0.29737,-0.153678,-0.223376,0.152999,-0.000545632,-0.375479,-0.099678,0.306201,0.0665202,-0.0176016,0.105637,-0.138133,-0.0465175,0.175427,0.234463,0.0344996,-0.185926,-0.0906613,0.0859235,0.0171173,0.0503499,-0.0281226,0.00132366,-0.114254,-0.0231673
2689,0.0661362,-0.0231941,0.0747866,-0.0673717,-0.102876,0.0499205,-0.142495,0.191866,-0.0174233,0.123495,-0.172814,-0.0131842,-0.291549,0.0880042,-0.218036,-0.103268,-0.0340013,0.110154,-0.0922524,0.0245503,-0.185906,-0.102993,-0.265538,0.00826669,-0.0110731,-0.263423,-0.0539119,-0.0967038,0.173715,-0.168697,-0.315591,-0.0589648,0.112133,-0.100505,0.030251,-0.0830658,-0.166207,0.103102,0.197171,0.159615,-0.0615911,-0.141272,-0.166673,0.0777454,-0.0191043,0.0777202,-0.0639509,0.00504145,-0.141255,-0.0594537
2690,0.213396,-0.0523729,0.128766,-0.0898735,-0.0568663,0.149575,-0.0466958,0.413673,0.184271,0.192065,-0.0979509,0.0622273,0.00510109,0.1246,-0.246335,-0.112413,-0.0544546,0.377351,-0.0135277,0.16451,-0.100104,0.0595046,0.0538532,0.123814,-0.0885703,-0.0863061,-0.311668,-0.22133,0.133344,0.193523,0.216025,0.155935,0.661875,0.0556032,0.0878437,0.03392,-0.100042,0.0823433,0.151318,0.219752,-0.0309784,-0.140508,-0.0517129,0.274109,0.214796,0.0668984,-0.0246861,0.106312,-0.171189,0.00674177
2691,0.269266,-0.0843096,0.0295809,-0.0448187,-0.0974642,0.123375,0.0486811,0.28558,0.182543,0.211374,0.0120748,0.104316,0.277171,0.168825,-0.00983249,0.134243,0.12735,0.224117,0.100951,0.185278,0.15303,0.0112068,-0.104308,0.184586,-0.185669,0.121399,-0.135882,0.0647618,0.189871,0.0277569,-0.155691,0.134268,0.233997,0.00162226,0.147573,0.10508,-0.0120304,0.190431,0.129672,0.503409,0.0929836,-0.0565105,-0.0636475,0.122317,0.161986,-0.00230417,-0.152654,0.0532423,-0.0902467,-0.000494363
2692,0.516711,-0.364336,0.093277,-0.112206,0.024569,0.316913,-0.0761256,0.358551,0.189856,0.305676,0.116266,0.45786,0.250553,0.330534,-0.277698,0.129826,0.318531,0.464858,0.236959,0.358852,0.301531,-0.195776,0.239265,0.318788,-0.154221,0.175133,-0.0124411,0.0919257,0.266966,0.308476,0.0962916,0.0969401,-0.0281543,0.214769,0.184918,0.286168,0.318834,0.217195,0.119371,0.57996,0.176291,-0.26285,0.0884449,0.156236,0.319972,0.220687,0.100595,0.106209,-0.223936,0.0863601
2693,0.087525,-0.102581,0.163843,-0.278834,-0.0417221,0.161112,-0.295916,0.177138,0.29308,0.236024,-0.245714,0.42914,0.121451,0.233483,-0.50813,-0.215435,0.123165,0.255886,0.0508466,0.12042,-0.614293,-0.109507,0.0543766,0.227231,-0.450776,-0.122087,-0.422574,-0.397958,-0.0457209,-0.0383074,-0.201706,0.156415,0.122469,0.0532342,0.161524,-0.0242327,0.119687,0.102125,0.156393,-0.159555,0.00830637,-0.208473,-0.228808,0.345609,-0.0737234,-0.128642,0.137304,-0.0910273,-0.364274,-0.129756
2694,0.135396,-0.144556,0.150542,-0.0414683,0.0202495,0.137097,-0.163786,0.33233,0.0142822,0.0750118,-0.296119,0.145269,-0.0627699,0.0493032,-0.275328,-0.15271,0.0962113,0.269155,0.14684,0.0707181,-0.150351,-0.225843,0.0184649,0.148379,-0.145207,-0.267981,-0.217857,-0.191525,0.165065,-0.0270528,-0.300216,-0.0146822,0.318194,0.027065,0.189238,0.0757241,0.0751168,-0.00165448,0.0398408,0.0104557,0.0426049,-0.146997,-0.2905,0.0620832,0.0270741,0.0569729,-0.0789178,-0.0108692,-0.113755,-0.139686
2695,0.0247619,-0.0530437,0.0599257,0.083863,-0.00594115,0.0641913,-0.0746689,0.311426,0.00726155,0.0195495,-0.276829,0.0730391,0.0422326,0.0521917,-0.30092,0.00118087,0.0816508,0.497206,0.219949,0.200255,0.143856,0.265703,0.0116903,0.098231,-0.0735722,-0.313883,-0.203637,-0.036434,0.187971,0.231346,-0.12437,0.0592611,0.590353,-0.0362954,0.164253,0.132406,0.0804129,-0.0307545,0.0299507,0.250389,-0.108939,-0.190837,-0.311661,0.0909975,0.00217222,0.0139382,-0.0460652,-0.031982,-0.0326339,-0.170671
2696,0.243166,0.0255134,0.0723556,-0.0661349,-0.00939377,0.127757,0.00976183,0.519733,0.098656,0.14297,-0.152564,0.189974,0.0465705,0.157616,-0.121461,0.0303017,0.155519,0.232197,0.147414,0.105436,-0.0194633,-0.115393,0.00840845,0.0588292,-0.103209,-0.00388947,-0.214092,-0.105366,0.159069,0.271466,-0.0835534,0.067033,0.579137,0.0469708,0.230615,0.222117,0.045017,0.0805228,0.167131,0.395533,0.0935747,-0.0117624,-0.19447,0.0877956,0.231101,0.0467623,0.0599521,0.0474929,0.00902984,-0.0831445
2697,0.122532,-0.0386124,0.0110056,-0.031719,-0.0703185,0.0641314,0.0323579,0.248664,0.0846334,0.138812,-0.0128522,0.0618,0.0873034,0.0654239,-0.237055,0.0718376,-0.0642434,0.162653,0.0656472,0.106973,-0.032169,-0.111607,-0.156287,0.108019,-0.136593,-0.134246,-0.336658,0.00734865,0.124821,0.0852588,-0.256932,0.0747004,0.377486,0.00196889,0.163871,0.0487215,0.0708933,0.110338,0.00950284,0.346957,0.0124801,-0.164762,-0.226098,0.04354,0.0262166,0.0349346,-0.1986,-0.0499962,-0.0907743,-0.0171799
2698,0.210944,0.0178267,0.160006,-0.0294256,-0.0231308,0.0225255,-0.00221916,0.446438,0.0613796,0.12747,-0.20412,0.071069,0.162155,0.10295,-0.192307,0.0562261,-0.0213581,0.436782,0.111294,0.0496807,0.0520726,0.0242895,0.0931271,0.0590789,-0.0692571,-0.0552652,0.06353,-0.0144919,0.0942581,0.402162,0.0571655,-0.0210279,0.643707,0.0310631,0.154073,0.149578,0.028996,0.0525936,0.090995,0.35646,-0.0317382,-0.168674,-0.164712,0.0607985,0.107607,-0.0116793,-0.127444,0.0228805,0.135914,-0.0304819
2699,0.199345,0.00669024,0.0903108,0.0495609,0.0693318,0.0316876,0.176751,0.469667,0.123572,0.0898928,-0.32965,0.0374065,-0.0915382,0.0469345,-0.0774232,-0.0193605,0.0967002,0.254215,0.0736983,0.17272,-0.0347402,-0.088315,-0.0469699,0.0129551,0.0150664,-0.308937,0.0536298,-0.109524,0.147163,0.20263,0.0939726,0.111285,0.286918,-0.0397801,0.0257055,0.143547,0.0860309,0.0361062,0.073019,0.318016,-0.0937532,-0.0559485,-0.221625,-0.00640507,0.143714,0.016837,-0.251681,0.0484458,0.100111,-0.116551
2700,-0.00238048,-0.127551,0.0206757,-0.167923,0.132621,0.114946,-0.0196721,0.373139,0.113899,0.173251,-0.282133,0.103725,-0.13914,0.142776,-0.227527,-0.178659,-0.0077144,0.287418,-0.0150578,0.0348748,-0.0243141,-0.280041,0.300393,0.158149,-0.0629851,-0.252799,-0.108512,-0.245196,0.0416563,0.0201953,-0.178012,0.0372999,0.257655,0.0894634,0.0836194,0.0110257,-0.172791,-0.022423,0.0828213,-0.12984,0.00969128,-0.224169,-0.211047,0.171663,0.0249457,-0.0381807,-0.042186,-0.0303669,-0.0122613,-0.0905815
2701,0.0866194,-0.0479755,0.026211,-0.0585968,-0.0362491,0.0516094,-0.0897418,0.175933,0.0118771,0.019843,-0.236566,-0.0625236,-0.153899,-0.00157045,-0.127005,-0.185573,-0.0944408,-0.0309187,0.0350711,-0.0743662,-0.233652,-0.265034,0.0052961,-0.0374658,0.0259073,-0.323629,-0.463614,-0.139797,0.0761221,-0.00328267,-0.287081,-0.142643,0.30788,-0.12437,0.0128799,-0.00852928,-0.25752,-0.0520364,0.077996,-0.0522976,-0.110507,-0.166735,-0.124672,0.00391588,-0.0308464,-0.0375734,-0.220133,0.0111831,-0.0360742,-0.0972439
2702,0.651842,0.0163661,0.120974,-0.232278,0.278588,0.360938,-0.162683,0.378109,0.36399,0.393658,0.198531,0.670131,0.448792,0.390881,-0.532988,0.308439,0.323536,0.493572,0.253781,0.455456,0.25666,-0.53259,0.0215158,0.19915,-0.519286,0.347151,-0.104002,0.0445597,0.0419335,0.388316,0.155706,0.137918,0.130317,0.238057,0.10843,0.162923,0.198327,0.430825,0.2551,0.25296,0.18082,-0.215011,0.0413107,0.237871,0.25948,0.167088,0.171906,0.0878333,-0.230372,0.1155
2703,0.268611,-0.0410507,0.0358856,-0.0626722,-0.0142785,0.139751,0.0194504,0.405328,0.175131,0.151183,-0.175659,0.155792,0.000730913,0.145273,-0.189766,0.0246754,0.122927,0.146865,0.15151,0.208215,-0.0398127,-0.157939,0.0508894,0.0909995,-0.127191,-0.0876221,0.1108,-0.101068,0.11238,0.183414,-0.0703223,0.0791509,0.434094,0.0962224,0.0581485,0.0360539,0.0580089,0.111424,0.104811,0.35406,-0.106541,-0.144603,-0.148137,0.0744891,0.145714,-0.0556873,-0.0540074,-0.0300339,0.00453476,-0.115857
2704,0.606145,-0.0201661,0.199629,-0.209593,-0.00871829,0.434576,-0.302885,0.535104,0.435246,0.381967,0.131904,0.697821,0.454578,0.436369,-0.797958,0.202105,0.324577,0.56106,0.390175,0.634557,0.0391846,-0.485306,-0.221753,0.352355,-0.637426,0.333298,0.0511635,-0.0607349,0.0773807,0.485306,0.0721676,0.492961,0.503501,0.43181,0.212123,0.302075,0.527891,0.493658,0.291058,0.732282,0.119704,-0.283315,0.0180754,0.460636,0.463203,-0.00136886,0.0977896,0.194719,-0.24358,0.230924
2705,0.113967,0.0145611,0.0885704,0.0778847,-0.130279,0.0298623,0.0652222,0.19846,-0.0075237,-0.00221141,-0.271748,-0.00679243,0.122431,0.067725,-0.16198,0.102738,0.210306,0.306703,0.306186,0.327925,0.266886,0.211976,0.344702,0.0199763,-0.098622,-0.185007,0.0442233,-0.150493,0.123842,0.1343,-0.195195,-0.150295,0.327362,-0.215587,0.0373152,0.0771055,-0.149835,0.0471968,0.00717753,0.065018,-0.12289,-0.132511,-0.203984,-0.0462187,-0.114585,-0.0701879,-0.170361,0.0401203,0.116683,-0.0427546
2706,0.149738,0.0178457,0.16138,0.041011,-0.193146,0.136239,0.0282378,0.364038,0.0575416,0.0146909,-0.217597,0.141391,0.0503208,0.175883,-0.223956,-0.0628359,-0.0026719,0.199323,0.108327,0.0995486,-0.0326706,-0.0962768,0.0493088,0.0591872,-0.0573304,-0.132362,-0.256783,-0.146946,0.163534,-0.0141967,-0.291148,-0.0918407,0.0734452,-0.031316,0.150955,0.179801,-0.193217,0.0153342,0.0662748,0.0537967,-0.0105658,-0.141821,-0.243363,-0.103899,0.00764446,-0.135719,-0.12967,0.08144,0.0548567,-0.111935
2707,0.388534,-0.0288928,-0.142461,-0.242855,-0.450685,0.444698,-0.22103,0.160717,0.348605,0.364899,-0.144354,0.476783,0.116693,0.356191,-0.542985,0.100311,0.231906,0.115646,0.263416,0.537447,-0.199673,-0.287446,-0.335946,0.28753,-0.107399,-0.267168,-0.0497634,-0.271742,0.300438,0.433668,0.193266,-0.00611247,-0.230648,0.410546,0.0334936,0.192623,0.116222,0.401592,0.364357,0.667764,0.087823,-0.185047,-0.226602,0.140609,0.0729281,0.214318,0.297637,0.264056,-0.738167,0.0323512
2708,0.235671,-0.0104783,0.237003,-0.24462,0.0359022,-0.0578204,-0.368385,0.28552,0.115213,0.238596,-0.347575,0.292975,0.0628785,0.169856,-0.233271,-0.413289,0.036188,-0.0764573,0.0598037,0.0659108,-0.350126,0.225676,0.135854,0.319139,0.0191008,-0.420987,-0.619276,0.0537799,0.0740188,0.201431,0.51917,0.35754,1.19521,0.307933,0.019816,0.212613,0.143781,0.0205417,0.149995,0.346267,0.0863846,0.00728191,-0.267082,0.482454,0.350435,0.166566,-0.0521986,-0.276836,-0.157462,-0.289923
2709,0.23672,-0.0362853,0.276334,-0.158557,0.0544992,0.0146257,-0.187689,0.441169,0.129886,0.259251,-0.243908,0.0522019,0.140484,0.172039,-0.143838,-0.404153,0.183853,0.127052,0.139136,0.032751,-0.113238,0.303053,0.350206,0.358318,0.143052,-0.152316,-0.579876,0.297847,0.106161,0.397809,0.316762,0.343277,1.13074,0.299484,-0.00579048,0.211903,-0.0336012,0.0213394,0.152512,0.470617,0.188965,0.0387332,-0.191256,0.375903,0.218637,0.260368,-0.040136,-0.274276,-0.00908749,-0.219276
2710,0.0757279,-0.503624,-0.100693,0.139621,0.0153672,0.120997,0.125947,0.313362,0.0802483,0.0126063,-0.249915,0.0104098,-0.208951,0.0417684,-0.26756,-0.00545933,-0.136884,0.259552,0.0114416,-0.00465137,-0.164765,-0.255406,-0.079488,0.00425082,-0.122821,-0.289635,-0.112039,-0.183327,0.238427,0.125209,-0.412241,-0.0599756,0.31049,-0.143869,0.170953,0.0930971,-0.0787961,0.0411043,0.0957658,-0.158806,-0.06435,-0.207593,-0.0875714,-0.159334,-0.122039,-0.0345087,-0.130356,0.087608,0.0266097,-0.074262
2711,0.0960046,-0.099013,0.0402049,-0.130692,0.0174957,0.247669,-0.169706,0.212135,0.243059,0.133196,-0.25013,0.297056,-0.214814,0.101458,-0.12719,-0.209531,-0.0591095,-0.401421,-0.0513439,0.131046,-0.439621,-0.204857,-0.110948,0.178297,-0.145034,-0.344651,-0.44599,-0.313153,0.170016,-0.205707,-0.238955,0.104537,0.0871174,0.0679462,0.0326261,0.183901,-0.0902189,0.0101092,0.18009,-0.376223,-0.0260638,-0.236324,-0.231945,0.260971,-0.175817,-0.041543,0.209916,0.0238663,-0.293128,-0.0718146
2712,0.0214143,-0.0608511,-0.0423851,0.136044,-0.109002,0.127108,0.0180044,0.368016,0.0306978,-0.171448,-0.307404,-0.0206286,-0.192902,0.0185856,-0.246887,0.011684,-0.129583,0.0637604,-0.00867391,-0.0487448,-0.174832,-0.123986,0.0946517,-0.0862266,-0.0668117,-0.361497,0.130142,-0.150262,0.223704,-0.00429624,-0.33907,-0.298219,0.176776,-0.222911,0.0747229,-0.00210953,-0.448301,-0.0387377,0.0307527,-0.241037,-0.0616912,-0.0450597,-0.209079,-0.219921,-0.277271,-0.137607,-0.315865,0.0999271,0.0981704,-0.0312012
2713,0.354281,-0.409121,-0.0322453,0.0119602,0.00512457,0.204534,-0.00295149,0.417162,0.29185,0.104501,-0.00969656,0.304002,0.0815046,0.217893,-0.324171,0.155877,0.102766,0.542193,0.177708,0.208948,0.16238,-0.416756,0.189727,0.103171,-0.263971,-0.0795913,-0.141313,-0.0153841,0.226446,0.237064,-0.396499,0.00286908,-0.0571939,0.00379565,0.201463,0.181376,-0.161632,0.215473,0.0967406,0.130912,0.0330928,-0.275589,-0.157186,-0.110075,-0.0348405,-0.132001,-0.0966145,0.145188,-0.0178401,0.0536008
2714,0.19553,0.00313768,-0.00695002,0.101298,0.116031,0.0288006,0.195854,0.478224,0.112639,-0.0518181,-0.248706,0.0104108,-0.164584,0.115016,-0.148164,0.187055,0.193457,0.17488,0.11793,-0.0698244,0.124748,-0.155196,-0.0884428,-0.0126752,0.0293863,-0.0767608,0.0238263,-0.0858111,0.168689,-0.048297,-0.0834916,-0.204097,0.22663,-0.171296,0.0848561,0.0759514,0.142404,0.0301358,0.0805124,0.0738495,-0.0411832,0.223966,-0.152823,-0.212524,-0.00933171,-0.0180097,-0.366402,0.0895329,0.238165,0.00476516
2715,0.121081,-0.129463,-0.189613,-0.0237346,0.115121,0.325505,-0.199271,0.404815,0.157438,-0.0101988,-0.244119,0.343423,-0.329402,0.240517,-0.36424,0.0801902,-0.0694604,0.0975564,0.185312,0.131286,-0.0995847,-0.697234,-0.130821,0.0224493,-0.332171,-0.0984527,-0.169874,-0.349019,0.234793,-0.277258,-0.611662,-0.189864,-0.476467,-0.120908,0.156297,0.00854061,-0.214477,0.228111,0.133269,-0.179111,0.0191842,-0.391876,-0.245992,-0.217992,-0.435101,-0.304031,0.0675305,0.158387,-0.107506,0.1515
2716,0.639633,-0.213391,0.0436898,-0.0505191,0.250497,0.3815,-0.0541052,0.369104,0.251286,0.00576142,-0.15825,0.382228,0.10653,0.381971,-0.357947,0.417666,0.129449,0.00715459,0.435256,0.33573,0.226935,-0.800959,-0.292732,0.00355789,-0.355197,0.121475,0.0436938,-0.113569,0.197392,0.00489474,-0.497581,-0.242121,-0.297601,-0.0994234,0.141496,0.0706453,-0.151094,0.310782,0.221705,-0.0102483,0.1597,-0.30856,-0.0798409,-0.289062,-0.237427,-0.0943256,0.00156608,0.317671,0.0590802,0.243193
2717,0.160292,-0.476382,-0.108806,-0.0540009,0.0292914,0.262564,-0.0786486,0.366846,0.1761,-0.0358168,-0.256324,0.281092,0.0503957,0.184374,-0.272267,0.138429,0.172906,0.350321,0.198647,0.190349,0.117574,-0.514375,-0.0137189,0.0302175,-0.162926,-0.0459233,-0.0294185,-0.156513,0.361032,0.106074,-0.637768,-0.12679,-0.0720272,-0.0966378,0.173588,0.0973022,-0.080073,0.193563,0.123254,0.00262276,0.0309643,-0.171905,-0.13588,-0.273559,-0.333549,-0.108062,0.00303488,0.242038,-0.00785775,0.12535
